Date,PA1436583006-MVC,PA1436583006-P,PA1436583006-PH,PA1436583006-PL,PA1436583006-PO,US22160K1051-MVC,US22160K1051-P,US22160K1051-PH,US22160K1051-PL,US22160K1051-PO,US4581401001-MVC,US4581401001-P,US4581401001-PH,US4581401001-PL,US4581401001-PO,AN8068571086-MVC,AN8068571086-P,AN8068571086-PH,AN8068571086-PL,AN8068571086-PO,PA1436583006-WC01151,PA1436583006-WC02001,PA1436583006-WC02999,PA1436583006-WC03051,PA1436583006-WC03255,PA1436583006-WC05376,PA1436583006-WC08101,PA1436583006-WC08106,PA1436583006-WC08221,PA1436583006-WC08231,PA1436583006-WC08311,PA1436583006-WC08316,PA1436583006-WC18191,US22160K1051-WC01151,US22160K1051-WC02001,US22160K1051-WC02999,US22160K1051-WC03051,US22160K1051-WC03255,US22160K1051-WC05376,US22160K1051-WC08101,US22160K1051-WC08106,US22160K1051-WC08221,US22160K1051-WC08231,US22160K1051-WC08311,US22160K1051-WC08316,US22160K1051-WC18191,US4581401001-WC01151,US4581401001-WC02001,US4581401001-WC02999,US4581401001-WC03051,US4581401001-WC03255,US4581401001-WC05376,US4581401001-WC08101,US4581401001-WC08106,US4581401001-WC08221,US4581401001-WC08231,US4581401001-WC08311,US4581401001-WC08316,US4581401001-WC18191,AN8068571086-WC01151,AN8068571086-WC02001,AN8068571086-WC02999,AN8068571086-WC03051,AN8068571086-WC03255,AN8068571086-WC05376,AN8068571086-WC08101,AN8068571086-WC08106,AN8068571086-WC08221,AN8068571086-WC08231,AN8068571086-WC08311,AN8068571086-WC08316,AN8068571086-WC18191,NASA100-PH,NASA100-PL,NASA100-PO,NASCOMP-PH,NASCOMP-PL,NASCOMP-PO,S&PCOMP-PH,S&PCOMP-PL,S&PCOMP-PO,CBOEVIX-PH,CBOEVIX-PL,CBOEVIX-PO,GOLDBLN-P,GOLDBLN-PH,GOLDBLN-PL,GOLDBLN-PO,OILBREN-P,OILBREN-PH,OILBREN-PL,OILWTXI-P,OILWTXI-PH,OILWTXI-PL,SILVUSL-P,JAPAYE$-ER,USDOLSF-ER,SPXC.SERIESC-I3,SPXC.SERIESC-O1,SPXC.SERIESC-O3,SPXC.SERIESC-O6,SPXC.SERIESC-OI,SPXC.SERIESC-ON,SPXC.SERIESC-OY,SPXC.SERIESC-VI,SPXC.SERIESC-VM,SPXC.SERIESP-I3,SPXC.SERIESP-O1,SPXC.SERIESP-O3,SPXC.SERIESP-O6,SPXC.SERIESP-OI,SPXC.SERIESP-ON,SPXC.SERIESP-OY,SPXC.SERIESP-VI,SPXC.SERIESP-VM,VIXC.SERIESC-O1,VIXC.SERIESC-O3,VIXC.SERIESC-O6,VIXC.SERIESC-OI,VIXC.SERIESC-ON,VIXC.SERIESC-OY,VIXC.SERIESC-VI,VIXC.SERIESC-VM,VIXC.SERIESP-O1,VIXC.SERIESP-O3,VIXC.SERIESP-O6,VIXC.SERIESP-OI,VIXC.SERIESP-ON,VIXC.SERIESP-OY,VIXC.SERIESP-VI,VIXC.SERIESP-VM,USNAPMNO-ES,USPMNBC.Q-ES,USBSINV.B-ES,USCAPUS.R-ES,USCAPUTLQ-ES,USCNFBUSQ-ES,USCNFCONQ-ES,USCRDCONB-ES,USCSHPM%E-ES,USPENONFO-ES,USUMINM1R-ES,ECSWF1Y-IR
2009-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8,,,,,,,,,,,
2009-02-16,,,,,,,,,,,,,,,,,,,,,1309000.0,538000.0,36835000.0,950000.0,10047000.0,314000.0,0.18,0.31,31.32,45.6,24.22,16.37,2186000.0,728000.0,3729000.0,21972000.0,97000.0,2303000.0,296000.0,0.49,1.11,18.56,22.99,2.92,2.55,1789000.0,5052000.0,14056000.0,52817000.0,172000.0,2221000.0,3108000.0,2.15,2.79,5.06,5.33,31.63,21.23,5709000.0,2476000.0,4642000.0,33089000.0,1125000.0,5480000.0,1006000.0,1.48,1.88,22.18,28.66,24.35,16.46,3952000.0,,,,,,,,,,,,,942.9,943.55,937.45,938.5,42.79,42.79,42.79,36.67,36.67,36.67,13.55,91.88,0.8619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.035
2009-02-17,15668.99,20.02,20.34,19.64,20.0,18248.23,42.12,42.742,41.9,42.15,73473.94,13.21,13.73,13.21,13.56,45686.74,38.2,40.33,38.13,40.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1204.54,1180.43,1197.59,1492.82,1467.79,1489.12,818.61,789.17,818.61,51.18,46.96,48.14,969.8,970.9,941.35,960.0,40.53,40.53,40.53,34.96,34.96,34.96,13.9,92.415,0.8498,0.3784,0.4297,0.4016,0.387,5316065.0,0.3755,0.3699,0.4297,316792.0,0.3493,0.4313,0.40700000000000003,0.3902,7271458.0,0.3851,0.3797,0.43135,141457.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.065
2009-02-18,15441.95,19.72,20.03,19.37,20.0,18360.88,42.38,42.63,41.72,42.2,74308.25,13.36,13.7,13.09,13.32,45686.74,38.2,38.96,37.42,38.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1204.56,1172.94,1193.89,1487.92,1454.46,1480.65,796.17,780.43,791.06,50.29,46.0,48.66,972.4,974.6,961.8,972.0,39.05,39.05,39.05,34.55,34.55,34.55,14.05,93.605,0.8477,0.3768,0.3885,0.3778,0.3736,5505850.0,0.3649,0.3623,0.38871,428641.0,0.3459,0.519,0.4226,0.4082,7461964.0,0.397,0.389,0.46717,290935.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.075
2009-02-19,15232.21,19.39,20.13,19.27,19.91,18464.85,42.62,43.47,42.59,42.74,70526.06,12.68,13.38,12.6718,13.33,46093.39,38.54,39.76,38.2901,38.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1201.94,1166.52,1194.31,1485.14,1442.53,1478.55,797.58,777.03,795.19,48.54,44.81,48.54,981.1,985.95,969.5,977.5,39.98,39.98,39.98,38.94,38.94,38.94,14.26,94.085,0.8525,0.3889,0.4418,0.4057,0.3941,4585409.0,0.3829,0.3774,0.44396,425067.0,0.3417,0.4908,0.4038,0.3952,6422789.0,0.3859,0.3782,0.41873999999999995,249829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23
2009-02-20,15144.17,19.4,19.72,18.83,18.99,18525.51,42.76,43.29,42.1,42.53,71082.25,12.78,13.02,12.53,12.53,44108.02,36.88,38.42,36.14,37.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1183.36,1153.18,1157.14,1454.39,1416.96,1427.03,778.69,754.25,768.2,52.04,47.08,47.08,995.2,998.5,971.5,976.7,39.73,39.73,39.73,39.03,39.03,39.03,14.28,94.16,0.8489,0.3876,0.4492,0.4142,0.3972,4691317.0,0.3869,0.3818,0.45221999999999996,318954.0,0.3467,0.5071,0.4048,0.4032,6512329.0,0.3953,0.3889,0.43483999999999995,209418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
2009-02-23,14648.07,18.57,19.82,18.51,19.79,17836.65,41.17,43.23,41.04,42.8,67188.94,12.08,12.91,12.05,12.9,42086.83,35.19,37.68,35.05,37.47,1309000.0,538000.0,36835000.0,950000.0,10047000.0,314000.0,0.18,0.31,31.32,45.6,24.22,16.37,2186000.0,728000.0,3729000.0,21972000.0,97000.0,2303000.0,296000.0,0.49,1.11,18.56,22.99,2.92,2.55,1789000.0,5052000.0,14056000.0,52817000.0,172000.0,2221000.0,3108000.0,2.15,2.79,5.06,5.33,31.63,21.23,5709000.0,2476000.0,4642000.0,33089000.0,1125000.0,5480000.0,1006000.0,1.48,1.88,22.18,28.66,24.35,16.46,3952000.0,1180.1,1126.58,1180.1,1452.58,1386.68,1452.58,777.85,742.37,770.03,53.16,48.97,49.3,988.9,995.65,976.65,989.3,41.08,41.08,41.08,37.12,37.12,37.12,14.36,94.455,0.8584,0.4034,0.5048,0.4538,0.4303,4823097.0,0.4132,0.4021,0.51043,198814.0,0.3552,0.5046,0.4393,0.4259,6717191.0,0.4059,0.3944,0.47685,307473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21
2009-02-24,15754.49,20.25,20.71,18.9,19.12,18434.52,42.55,42.78,41.05,41.12,70804.19,12.73,12.81,12.09,12.17,45507.34,38.05,38.24,35.26,35.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1176.56,1136.14,1138.71,1445.07,1395.11,1399.37,775.49,744.69,746.51,52.56,44.28,52.5,974.25,994.8,970.6,990.85,40.03,40.03,40.03,39.97,39.97,39.97,14.39,96.755,0.8568,0.3772,0.4419,0.3922,0.3815,4890082.0,0.37,0.3646,0.45488,176955.0,0.3428,0.4764,0.4112,0.40399999999999997,6775500.0,0.3904,0.3808,0.49528,292822.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21
2009-02-25,15608.41,19.79,20.63,19.5,20.63,18196.25,42.0,42.79,41.32,42.22,72472.81,13.03,13.48,12.58,12.72,44526.63,37.23,38.61,36.66,38.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1183.93,1142.83,1158.91,1453.66,1404.54,1428.76,780.12,752.89,767.63,47.23,42.84,45.73,973.9,977.6,952.3,957.05,41.95,41.95,41.95,42.75,42.75,42.75,13.81,97.025,0.8564,0.3786,0.4047,0.3979,0.389,4989546.0,0.3761,0.3713,0.40683,251256.0,0.344,0.4263,0.4115,0.3986,6869806.0,0.3886,0.3815,0.43221000000000004,327127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22
2009-02-26,15958.95,19.99,20.97,19.92,20.68,18001.28,41.55,42.44,41.55,42.35,70692.94,12.71,13.6,12.66,13.32,45650.86,38.17,39.84,37.93,37.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1174.77,1127.1,1168.12,1444.83,1391.47,1436.85,779.42,751.75,775.23,45.33,41.91,43.75,937.7,956.0,932.8,949.3,44.79,44.79,44.79,44.59,44.59,44.59,13.48,98.445,0.8564,0.3853,0.4234,0.4011,0.3879,5075442.0,0.3822,0.3773,0.42533999999999994,212530.0,0.3458,0.44299999999999995,0.3993,0.3986,6921837.0,0.3941,0.3845,0.42291000000000006,223260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13
2009-02-27,15523.6,19.56,20.1,19.21,20.09,18343.55,42.34,43.03,41.25,41.29,70859.81,12.74,13.14,12.49,12.5,45519.3,38.06,39.44,36.68,37.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1135.45,1112.12,1116.78,1401.97,1372.42,1376.56,751.27,734.52,736.03,47.34,44.46,44.66,952.0,962.1,937.35,939.6,44.01,44.01,44.01,44.29,44.29,44.29,13.21,97.845,0.8584,0.3804,0.4399,0.4077,0.3909,5171541.0,0.3816,0.3765,0.45056999999999997,267863.0,0.3467,0.4342,0.41,0.3962,7019097.0,0.389,0.3829,0.44501,378779.0,,,,,,,,,,,,,,,,,,,1422449.0,,,,,2641.12095,,,,1.025
2009-03-02,14536.26,18.21,19.33,18.04,19.16,17693.68,40.84,42.86,40.72,41.71,68468.19,12.31,13.02,12.31,12.51,42864.23,35.84,37.55,35.52,37.0,1309000.0,538000.0,36835000.0,950000.0,10047000.0,314000.0,0.18,0.31,31.32,45.6,24.22,16.37,2186000.0,728000.0,3729000.0,21972000.0,97000.0,2303000.0,296000.0,0.49,1.11,18.56,22.99,2.92,2.55,1789000.0,5052000.0,14056000.0,52817000.0,172000.0,2221000.0,3108000.0,2.15,2.79,5.06,5.33,31.63,21.23,5709000.0,2476000.0,4642000.0,33089000.0,1125000.0,5480000.0,1006000.0,1.48,1.88,22.18,28.66,24.35,16.46,3952000.0,1116.22,1074.79,1098.99,1372.0,1322.13,1356.13,729.57,699.7,719.75,53.25,48.35,49.96,932.7,958.0,931.55,952.1,42.13,42.13,42.13,40.21,40.21,40.21,13.14,97.565,0.8522,0.395,0.5407,0.4761,0.4414,5284634.0,0.4165,0.4059,0.50498,341611.0,0.3501,0.5126,0.4324,0.4232,7170674.0,0.4071,0.3968,0.44475,455875.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.975
2009-03-03,14344.56,18.1,18.68,17.66,18.6,17628.69,40.69,41.86,40.25,41.31,68301.31,12.28,12.63,12.14,12.48,42648.95,35.66,37.04,35.3,36.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102.1,1072.42,1092.42,1346.88,1312.98,1341.42,711.67,692.3,710.16,52.76,48.5,52.65,909.4,932.3,906.3,925.65,41.93,41.93,41.93,41.32,41.32,41.32,12.68,98.495,0.8492,0.3722,0.4398,0.4153,0.3956,5388193.0,0.3831,0.3755,0.4226,279399.0,0.3541,0.5296,0.4649,0.4382,7269430.0,0.4236,0.4114,0.4829,451814.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99
2009-03-04,15439.62,19.52,20.03,18.71,18.99,17680.68,40.81,41.9,40.15,41.11,70971.06,12.76,13.05,12.36,12.7,46440.2,38.83,39.96,36.84,37.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1124.67,1093.42,1096.2,1370.29,1333.88,1340.38,724.12,698.6,698.6,48.83,45.02,48.02,913.2,923.0,906.0,914.4,45.62,45.62,45.62,45.22,45.22,45.22,12.87,99.395,0.8476,0.3668,0.4136,0.3881,0.3741,5523317.0,0.3624,0.3577,0.40273000000000003,287283.0,0.3411,0.4581,0.4188,0.4005,7480181.0,0.3899,0.3819,0.43575,526034.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03
2009-03-05,14402.35,18.1,19.62,17.88,19.23,17139.13,39.56,40.95,39.26,40.54,68468.19,12.31,12.86,12.3,12.56,43246.92,36.16,37.98,35.52,37.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105.53,1072.51,1094.08,1342.86,1298.33,1332.38,708.27,677.93,708.27,51.95,46.98,47.56,913.15,918.0,904.0,913.7,43.68,43.68,43.68,43.64,43.64,43.64,13.15,98.245,0.851,0.3799,0.5189,0.4444,0.4152,5692941.0,0.395,0.3857,0.48475,410595.0,0.3362,0.4488,0.4122,0.3927,7549501.0,0.3883,0.3795,0.42932,473788.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03
2009-03-06,13757.02,17.3,18.19,16.87,17.98,16918.36,38.98,39.74,38.1701,39.58,69024.38,12.41,12.92,12.07,12.425,43928.66,36.73,37.42,35.33,36.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1088.04,1043.6,1082.53,1320.51,1268.54,1310.59,699.09,666.79,688.18,51.95,47.65,50.17,942.6,944.6,931.25,939.4,43.49,43.49,43.49,45.52,45.52,45.52,13.46,97.785,0.8675,0.3782,0.5164,0.4477,0.414,5887230.0,0.3941,0.3845,0.48466000000000004,397899.0,0.32799999999999996,0.4318,0.4072,0.3889,7646584.0,0.3789,0.3711,0.41661000000000004,420167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75
2009-03-09,13541.89,16.98,18.0,16.8,17.17,16683.98,38.44,39.47,38.1801,38.44,69803.0,12.55,13.0,12.3,12.33,43856.89,36.67,38.6,35.92,36.18,1309000.0,538000.0,36835000.0,950000.0,10047000.0,314000.0,0.18,0.31,31.32,45.6,24.22,16.37,2186000.0,728000.0,3729000.0,21972000.0,97000.0,2303000.0,296000.0,0.49,1.11,18.56,22.99,2.92,2.55,1789000.0,5052000.0,14056000.0,52817000.0,172000.0,2221000.0,3108000.0,2.15,2.79,5.06,5.33,31.63,21.23,5709000.0,2476000.0,4642000.0,33089000.0,1125000.0,5480000.0,1006000.0,1.48,1.88,22.18,28.66,24.35,16.46,3952000.0,1087.4,1040.41,1058.85,1316.15,1265.52,1284.84,695.27,672.88,680.76,51.34,48.4,49.35,918.6,941.75,918.6,941.75,44.91,44.91,44.91,47.16,47.16,47.16,13.36,98.865,0.8596,0.3715,0.475,0.418,0.3936,5995340.0,0.3792,0.3721,0.4561,254128.0,0.3359,0.4772,0.4277,0.4023,7750522.0,0.3899,0.37799999999999995,0.45697,296551.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06
2009-03-10,15147.7,19.18,19.19,17.57,17.85,17421.84,40.14,40.19,38.65,39.03,77423.0,13.92,13.95,12.75,12.8,47265.46,39.52,40.61,37.49,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112.44,1060.42,1060.42,1358.28,1288.95,1288.95,719.6,679.28,679.28,49.68,43.88,49.68,894.2,929.25,894.2,916.45,45.29,45.29,45.29,45.71,45.71,45.71,12.71,98.395,0.8664,0.3531,0.3972,0.3735,0.3576,6099576.0,0.3485,0.3434,0.38982,396724.0,0.3228,0.4401,0.3991,0.3793,7846383.0,0.3698,0.3602,0.42103,402408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.915
2009-03-11,15569.87,19.67,20.35,19.35,19.83,17170.1,39.56,40.43,39.34,40.12,77645.44,13.96,14.1,13.64,14.045,46404.32,38.8,39.55,38.01,39.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1135.4,1106.72,1118.35,1385.29,1352.6,1364.8,731.92,713.85,724.34,44.26,42.36,43.35,908.6,908.35,893.3,897.8,43.59,43.59,43.59,42.93,42.93,42.93,12.62,97.745,0.8632,0.3575,0.4169,0.3907,0.3704,6200901.0,0.3576,0.3518,0.41117,291589.0,0.3187,0.4179,0.3895,0.3766,7895048.0,0.3658,0.3583,0.40781999999999996,325065.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93
2009-03-12,16231.61,20.74,20.78,18.96,19.17,17734.33,40.86,40.99,39.33,39.955,80760.19,14.52,14.6,13.88,14.24,47791.68,39.96,40.01,37.33,38.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1167.19,1113.67,1121.91,1427.55,1355.05,1367.78,752.63,714.76,720.89,43.98,40.75,43.53,925.2,930.45,906.95,914.65,42.71,42.71,42.71,46.81,46.81,46.81,12.84,97.89,0.8409,0.3536,0.4052,0.3765,0.3608,6349035.0,0.3463,0.3429,0.40137,384961.0,0.3141,0.3843,0.3712,0.3698,8009391.0,0.3534,0.3471,0.38231,383055.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95
2009-03-13,16232.69,20.54,21.05,20.03,20.87,18315.93,42.2,42.4,40.5,40.99,81761.31,14.7,14.7,14.21,14.57,47002.34,39.3,40.35,38.55,40.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1170.48,1149.59,1162.88,1433.98,1408.26,1427.03,758.29,742.46,751.97,43.52,40.03,40.99,932.2,938.5,920.1,923.15,45.49,45.49,45.49,46.11,46.11,46.11,13.11,98.035,0.8416,0.3642,0.4145,0.38799999999999996,0.3707,6459071.0,0.3597,0.3549,0.41,282644.0,0.324,0.392,0.3811,0.3732,8082590.0,0.3641,0.3576,0.38966,258860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01
2009-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.3,,,,,,,,,,,
2009-03-16,16365.34,20.5,21.48,20.48,21.0,18281.21,42.12,43.02,42.0,42.13,79258.44,14.25,14.85,14.14,14.79,49561.76,41.44,42.68,39.13,39.13,1309000.0,538000.0,36835000.0,950000.0,10047000.0,314000.0,0.18,0.31,31.32,45.6,24.22,16.37,2186000.0,728000.0,3729000.0,21972000.0,97000.0,2303000.0,296000.0,0.49,1.11,18.56,22.99,2.92,2.55,1789000.0,5052000.0,14056000.0,52817000.0,172000.0,2221000.0,3108000.0,2.15,2.79,5.06,5.33,31.63,21.23,5709000.0,2476000.0,4642000.0,33089000.0,1125000.0,5480000.0,1006000.0,1.48,1.88,22.18,28.66,24.35,16.46,3952000.0,1177.33,1144.21,1177.33,1445.27,1402.48,1445.27,774.53,753.37,764.5,44.23,42.36,42.36,921.85,929.45,916.5,926.25,44.53,44.53,44.53,46.89,46.89,46.89,13.06,98.185,0.8458,0.3674,0.4383,0.4026,0.3804,6544959.0,0.3678,0.36200000000000004,0.43238999999999994,385032.0,0.3226,0.3932,0.3777,0.3734,8192713.0,0.3646,0.3576,0.39021,480807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.005
2009-03-17,17014.58,21.58,21.58,20.15,20.15,19088.5,43.98,44.02,42.81,43.09,82873.75,14.9,14.9,14.25,14.32,50363.06,42.11,42.52,40.58,41.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1192.17,1148.8,1151.83,1462.11,1405.32,1409.67,778.12,749.93,753.88,44.59,40.74,44.23,917.95,923.9,913.1,919.4,46.15,46.15,46.15,48.89,48.89,48.89,12.86,98.83,0.8455,0.359,0.3847,0.3721,0.3573,6711750.0,0.3487,0.3443,0.38469000000000003,428443.0,0.3178,0.3639,0.3659,0.3618,8296295.0,0.3571,0.3515,0.36389,404894.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.945
2009-03-18,17385.34,22.07,22.6,21.14,21.49,19296.83,44.46,45.04,43.08,43.9,84764.81,15.24,15.41,14.72,14.9,51319.85,42.91,43.53,40.19,41.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225.16,1180.34,1185.18,1507.4,1448.67,1454.44,803.04,765.64,776.01,42.39,38.98,41.14,891.45,915.6,884.1,910.35,45.75,45.75,45.75,49.4,49.4,49.4,12.61,98.105,0.857,0.3516,0.377,0.3672,0.3491,6931408.0,0.34600000000000003,0.3417,0.37726,661819.0,0.3227,0.3631,0.3657,0.3664,8590705.0,0.3605,0.3545,0.363,632605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01
2009-03-19,17757.98,22.39,22.75,22.15,22.51,19583.29,45.12,45.27,44.25,44.6,84264.25,15.15,15.39,14.72,15.39,52994.25,44.31,46.2,44.16,44.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1220.48,1196.2,1220.48,1509.06,1475.49,1509.06,803.24,781.82,797.92,44.17,38.79,40.06,954.8,961.5,926.6,932.8,48.44,48.44,48.44,51.13,51.13,51.13,13.13,93.855,0.894,0.3537,0.4035,0.3904,0.3671,3952603.0,0.363,0.3567,0.40408,419588.0,0.332,0.3917,0.3948,0.3862,5198991.0,0.3775,0.3715,0.39136,536653.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99
2009-03-20,16961.9,21.3,22.39,20.88,22.24,19457.42,44.83,45.64,44.0,45.57,81483.25,14.65,15.4,14.35,15.19,49657.45,41.52,44.77,41.24,44.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1220.5,1178.52,1207.48,1501.78,1448.78,1488.15,788.91,766.2,784.02,47.63,43.07,43.6,953.7,966.7,947.35,955.75,49.67,49.67,49.67,51.28,51.28,51.28,13.65,96.19,0.8895,0.3652,0.4117,0.4083,0.3859,4063800.0,0.3735,0.3682,0.4119,247886.0,0.34600000000000003,0.4147,0.4209,0.4056,5428857.0,0.3987,0.3907,0.41398999999999997,501975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.865
2009-03-23,18342.5,23.31,23.5,21.24,21.88,20633.63,47.54,47.54,45.25,45.48,86322.19,15.52,15.54,14.94,15.02,55912.45,46.75,46.8,42.3,42.96,1309000.0,538000.0,36835000.0,950000.0,10047000.0,314000.0,0.18,0.31,31.32,45.6,24.22,16.37,2186000.0,728000.0,3729000.0,21972000.0,97000.0,2303000.0,296000.0,0.49,1.11,18.56,22.99,2.92,2.55,1789000.0,5052000.0,14056000.0,52817000.0,172000.0,2221000.0,3108000.0,2.15,2.79,5.06,5.33,31.63,21.23,5709000.0,2476000.0,4642000.0,33089000.0,1125000.0,5480000.0,1006000.0,1.48,1.88,22.18,28.66,24.35,16.46,3952000.0,1259.81,1203.85,1213.12,1555.77,1482.15,1491.26,823.37,772.31,789.14,45.89,41.27,45.89,949.8,957.0,946.25,954.95,52.0,52.0,52.0,53.19,53.19,53.19,13.76,97.325,0.8855,0.3546,0.3922,0.3875,0.3598,4205534.0,0.3515,0.3415,0.39661,432186.0,0.3318,0.39299999999999996,0.3971,0.3834,5532102.0,0.38,0.3752,0.39339,402545.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01
2009-03-24,18093.05,22.64,24.94,22.58,23.01,20121.48,46.36,48.0,46.2624,47.42,83429.94,15.0,15.4125,15.0,15.26,55027.42,46.01,47.26,45.12,45.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255.1,1232.74,1245.65,1546.21,1515.63,1535.68,823.65,805.48,822.9,44.0,41.63,43.24,923.5,943.8,917.85,939.85,51.38,51.38,51.38,53.55,53.55,53.55,13.51,97.865,0.8861,0.3585,0.4115,0.3907,0.3781,4304274.0,0.3567,0.3512,0.41591999999999996,344361.0,0.3335,0.4033,0.3917,0.3934,5682669.0,0.3876,0.3755,0.40710999999999997,334063.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81
2009-03-25,18004.77,22.71,23.09,21.97,22.5,20316.79,46.81,47.76,45.57,46.51,83096.19,14.94,15.71,14.71,15.08,54226.12,45.34,46.64,43.71,45.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1261.41,1206.52,1243.44,1554.25,1487.94,1527.59,826.78,791.37,806.81,44.2,40.81,42.35,929.5,940.0,916.1,926.5,51.09,51.09,51.09,52.61,52.61,52.61,13.16,97.72,0.8899,0.3545,0.3784,0.3729,0.3628,4328585.0,0.3551,0.3424,0.38094,202857.0,0.3326,0.3883,0.3893,0.3841,5730216.0,0.3811,0.3769,0.38498000000000004,287132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01
2009-03-26,18288.03,23.14,23.53,22.51,22.67,21032.93,48.46,49.35,47.06,47.37,87990.75,15.82,15.89,15.1823,15.23,54465.29,45.54,46.97,44.97,46.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1281.3,1250.14,1254.09,1587.0,1545.21,1549.4,832.98,814.06,814.06,42.25,40.17,42.25,940.8,944.95,931.4,934.6,51.51,51.51,51.51,54.04,54.04,54.04,13.6,98.485,0.8873,0.3497,0.3642,0.3603,0.35100000000000003,4413670.0,0.3453,0.335,0.36662,169499.0,0.3313,0.38299999999999995,0.3784,0.3729,5838478.0,0.3756,0.3696,0.3848,318230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02
